,Time,Cooling efficiency,Cooling power,Motor power W,Volume flow l/min 1,Volume flow l/min 2,Pressure bar 1,Pressure bar 2,Pressure bar 3,Pressure bar 4,Pressure bar 5,Pressure bar 6,Efficiency factor,Temperature 1,Temperature  2,Temperature  3,Temperature  4, Vibration mm/s,Date
40980,40980,18.773,1.492,2241.6,8.88,8.898,145.44,119.91,1.953,0.0,8.408,8.366,66.789,57.281,61.141,58.676,52.496,0.689,2018-05-24 11:00:00
41040,41040,18.632,1.474,2235.8,8.751,8.931,145.29,120.17,1.844,0.0,8.42,8.37,66.905,57.254,61.02,58.629,52.477,0.694,2018-05-24 12:00:00
41100,41100,18.982,1.513,2237.2,8.891,8.891,145.42,119.84,2.031,0.0,8.436,8.395,66.902,57.262,60.961,58.773,52.484,0.693,2018-05-24 13:00:00
41160,41160,19.01,1.513,2237.6,8.792,8.941,145.52,120.18,1.969,0.0,8.394,8.354,66.96,57.266,60.934,58.797,52.488,0.691,2018-05-24 14:00:00
41220,41220,18.885,1.514,2239.0,8.424,8.909,145.38,120.05,1.898,0.0,8.397,8.354,66.909,57.25,60.926,58.797,52.512,0.701,2018-05-24 15:00:00
41280,41280,18.946,1.512,2239.4,8.866,8.889,145.53,120.27,1.883,0.727,8.434,8.394,66.834,57.379,60.926,58.785,52.477,0.683,2018-05-24 16:00:00
41340,41340,19.01,1.514,2239.2,8.673,8.909,145.35,120.1,1.891,0.0,8.392,8.352,66.797,57.266,61.02,58.797,52.473,0.684,2018-05-24 17:00:00
41400,41400,19.238,1.547,2235.8,8.514,8.948,145.23,119.91,1.844,0.0,8.393,8.352,66.876,57.371,60.965,58.863,52.477,0.692,2018-05-24 18:00:00
41460,41460,19.268,1.531,2237.8,8.474,8.886,145.38,119.91,1.844,0.0,8.422,8.369,66.971,57.371,60.949,58.879,52.496,0.68,2018-05-24 19:00:00
41520,41520,18.704,1.488,2232.0,9.444,8.974,145.97,120.45,2.086,0.0,8.375,8.319,69.213,57.277,61.355,58.719,52.484,0.625,2018-05-24 20:00:00
41580,41580,18.814,1.488,2231.6,9.467,8.911,145.89,120.52,2.023,0.0,8.417,8.387,69.137,57.273,61.437,58.691,52.469,0.624,2018-05-24 21:00:00
41640,41640,18.429,1.468,2231.8,9.063,8.914,146.03,120.51,2.078,0.0,8.382,8.332,69.251,57.281,61.512,58.531,52.473,0.628,2018-05-24 22:00:00
41700,41700,18.863,1.495,2231.8,8.868,8.884,146.08,120.48,1.969,0.0,8.434,8.398,69.049,57.102,61.484,58.609,52.367,0.614,2018-05-24 23:00:00
41760,41760,18.753,1.49,2230.0,8.912,8.933,146.2,120.56,2.086,0.0,8.394,8.349,69.196,57.094,61.469,58.445,52.285,0.62,2018-05-25 00:00:00
41820,41820,18.56,1.465,2233.8,8.885,8.971,146.23,120.69,2.172,0.0,8.441,8.391,69.659,57.027,61.414,58.395,52.301,0.626,2018-05-25 01:00:00
41880,41880,18.609,1.466,2229.8,9.006,8.954,146.07,120.59,1.992,0.0,8.429,8.381,69.566,56.945,61.426,58.301,52.207,0.636,2018-05-25 02:00:00
41940,41940,18.833,1.486,2233.8,8.708,8.983,146.13,120.56,1.953,0.0,8.408,8.358,69.157,56.855,61.363,58.289,52.141,0.638,2018-05-25 03:00:00
42000,42000,18.522,1.462,2233.4,8.878,8.945,146.13,120.82,2.0,0.0,8.454,8.403,69.201,56.781,61.262,58.211,52.129,0.618,2018-05-25 04:00:00
42060,42060,18.588,1.465,2235.8,8.942,8.967,146.07,120.51,2.086,0.0,8.436,8.39,69.409,56.785,61.219,58.137,52.059,0.614,2018-05-25 05:00:00
42120,42120,18.967,1.494,2232.8,8.698,8.939,145.99,120.45,2.102,0.0,8.44,8.389,69.566,56.758,60.941,58.262,52.047,0.718,2018-05-25 06:00:00
42180,42180,18.676,1.465,2230.0,9.028,8.962,146.1,120.51,2.023,0.0,8.446,8.399,69.553,56.77,61.152,58.125,52.066,0.627,2018-05-25 07:00:00
42240,42240,18.389,1.45,2237.6,8.649,8.956,145.96,120.66,1.937,0.0,8.448,8.41,69.143,56.676,61.156,58.047,52.047,0.619,2018-05-25 08:00:00
42300,42300,18.751,1.468,2237.6,9.224,8.988,146.18,120.69,2.156,0.0,8.441,8.394,69.539,56.68,61.168,58.02,51.957,0.613,2018-05-25 09:00:00
42360,42360,18.917,1.492,2240.0,8.914,9.031,146.13,120.67,2.008,0.0,8.422,8.366,69.307,56.668,61.145,58.043,51.875,0.63,2018-05-25 10:00:00
42420,42420,18.767,1.465,2239.8,8.992,8.991,146.09,120.71,1.945,0.0,8.483,8.43,69.29,56.609,61.098,57.953,51.875,0.616,2018-05-25 11:00:00
42480,42480,18.755,1.475,2238.0,8.933,9.023,146.26,120.82,1.992,0.0,8.424,8.371,69.35,56.508,61.047,57.859,51.789,0.638,2018-05-25 12:00:00
42540,42540,18.996,1.485,2241.0,9.144,8.992,146.38,120.83,1.992,0.0,8.483,8.428,69.111,56.43,60.969,57.855,51.719,0.613,2018-05-25 13:00:00
42600,42600,18.839,1.481,2242.6,9.054,9.026,146.24,120.69,2.156,0.0,8.439,8.392,69.076,56.449,60.953,57.785,51.707,0.608,2018-05-25 14:00:00
42660,42660,18.775,1.487,2239.8,8.935,9.019,146.27,120.9,1.977,0.0,8.484,8.427,69.21,56.43,60.953,57.773,51.73,0.613,2018-05-25 15:00:00
42720,42720,18.748,1.475,2241.8,8.994,9.062,146.03,120.74,2.047,0.0,8.444,8.392,69.386,56.395,60.922,57.711,51.68,0.607,2018-05-25 16:00:00
42780,42780,18.548,1.449,2242.0,8.974,8.986,146.32,121.03,2.0,0.0,8.475,8.429,69.156,56.336,60.84,57.602,51.625,0.601,2018-05-25 17:00:00
42840,42840,19.598,1.532,2241.8,8.833,9.026,146.26,120.71,1.953,0.0,8.442,8.389,69.205,56.187,60.812,57.59,51.301,0.622,2018-05-25 18:00:00
42900,42900,18.79,1.469,2241.8,8.77,8.986,146.33,120.77,2.062,0.0,8.499,8.443,69.275,56.156,60.762,57.609,51.535,0.613,2018-05-25 19:00:00
42960,42960,20.047,1.571,2242.0,8.753,9.047,146.16,120.95,2.109,0.0,8.449,8.403,69.094,56.176,60.711,57.613,51.137,0.613,2018-05-25 20:00:00
43020,43020,19.911,1.548,2239.8,9.31,9.019,146.23,120.73,2.0,0.0,8.481,8.439,69.124,56.168,60.684,57.504,51.125,0.627,2018-05-25 21:00:00
43080,43080,18.865,1.466,2243.8,8.813,9.042,146.23,120.8,2.008,0.0,8.479,8.422,69.148,56.172,60.664,57.52,51.465,0.608,2018-05-25 22:00:00
43140,43140,18.755,1.464,2243.8,8.781,9.074,146.22,120.79,1.969,0.0,8.464,8.413,69.455,56.168,60.625,57.426,51.426,0.62,2018-05-25 23:00:00
43200,43200,19.664,1.533,2243.6,9.031,9.019,146.38,120.83,2.047,0.0,8.481,8.415,69.302,56.082,60.586,57.422,51.129,0.605,2018-05-26 00:00:00
43260,43260,20.009,1.57,2244.0,8.78,9.042,146.27,120.9,1.969,0.0,8.476,8.433,69.129,56.051,60.598,57.422,50.977,0.618,2018-05-26 01:00:00
43320,43320,20.14,1.579,2242.8,9.148,9.047,146.41,121.0,1.937,0.0,8.454,8.399,69.246,55.996,60.574,57.434,50.977,0.595,2018-05-26 02:00:00
43380,43380,20.165,1.565,2246.4,9.354,9.017,146.15,120.8,2.023,0.0,8.514,8.456,69.041,55.973,60.586,57.332,50.891,0.627,2018-05-26 03:00:00
43440,43440,19.874,1.548,2247.4,8.939,9.035,146.3,120.9,1.953,0.0,8.504,8.447,69.005,56.012,60.508,57.34,50.914,0.624,2018-05-26 04:00:00
43500,43500,20.462,1.591,2245.8,8.908,9.041,146.56,121.0,2.031,0.0,8.465,8.408,69.294,55.988,60.492,57.273,50.738,0.609,2018-05-26 05:00:00
43560,43560,20.661,1.603,2245.8,8.924,9.057,146.34,120.96,2.008,0.0,8.488,8.434,69.059,55.918,60.426,57.344,50.75,0.601,2018-05-26 06:00:00
43620,43620,20.371,1.59,2249.8,8.77,9.049,146.33,120.88,2.031,0.0,8.469,8.406,69.118,55.91,60.422,57.266,50.754,0.604,2018-05-26 07:00:00
43680,43680,19.014,1.479,2249.8,8.97,9.082,146.42,120.77,1.977,0.0,8.5,8.45,69.051,55.844,60.391,57.172,51.113,0.595,2018-05-26 08:00:00
43740,43740,20.444,1.589,2252.0,8.912,9.039,146.26,120.84,2.102,0.0,8.521,8.464,69.164,55.836,60.352,57.266,50.727,0.608,2018-05-26 09:00:00
43800,43800,20.09,1.568,2246.8,8.807,9.009,146.37,120.88,1.977,0.0,8.509,8.448,69.164,55.836,60.336,57.191,50.766,0.628,2018-05-26 10:00:00
43860,43860,20.088,1.56,2247.6,8.976,9.003,146.24,120.8,1.945,0.0,8.497,8.447,69.191,55.758,60.324,57.184,50.77,0.609,2018-05-26 11:00:00
43920,43920,20.236,1.565,2245.8,9.094,9.051,146.16,120.74,2.109,0.0,8.494,8.441,69.199,55.824,60.328,57.09,50.648,0.612,2018-05-26 12:00:00
43980,43980,26.538,2.062,2247.8,9.155,9.035,146.5,121.06,1.922,0.0,8.488,8.433,69.282,55.418,60.164,57.082,48.598,0.603,2018-05-26 13:00:00
44040,44040,27.707,2.154,2251.8,8.864,9.061,146.48,121.03,2.109,0.0,8.507,8.446,69.102,54.426,59.594,56.754,47.953,0.61,2018-05-26 14:00:00
44100,44100,27.88,2.141,2259.6,8.574,9.103,146.69,121.27,1.953,0.0,8.587,8.536,69.078,53.672,58.937,56.191,47.453,0.609,2018-05-26 15:00:00
44160,44160,28.005,2.145,2261.0,8.848,9.156,146.83,121.11,1.992,0.0,8.619,8.56,69.073,53.164,58.414,55.715,47.039,0.587,2018-05-26 16:00:00
44220,44220,28.016,2.114,2266.2,8.746,9.229,146.86,121.5,2.023,0.0,8.634,8.57,69.078,52.578,57.898,55.254,46.719,0.599,2018-05-26 17:00:00
44280,44280,27.611,2.058,2271.4,8.642,9.232,146.98,121.18,2.023,0.0,8.638,8.592,68.948,52.156,57.484,54.754,46.547,0.592,2018-05-26 18:00:00
44340,44340,26.951,1.982,2274.0,8.746,9.252,147.13,121.69,2.031,0.0,8.708,8.637,68.997,51.758,57.023,54.324,46.363,0.58,2018-05-26 19:00:00
44400,44400,27.138,1.989,2280.0,8.69,9.262,147.13,121.84,2.109,0.0,8.75,8.685,69.066,51.418,56.684,53.926,46.047,0.586,2018-05-26 20:00:00
44460,44460,26.975,1.945,2278.0,8.708,9.302,147.31,121.71,1.945,0.0,8.764,8.7,68.98,51.02,56.348,53.574,45.785,0.592,2018-05-26 21:00:00
44520,44520,26.698,1.917,2285.6,9.174,9.316,147.39,121.71,2.078,0.0,8.748,8.686,68.91,50.746,55.949,53.242,45.613,0.584,2018-05-26 22:00:00
44580,44580,26.472,1.886,2284.0,8.7,9.334,147.2,121.81,2.031,0.0,8.755,8.693,69.008,50.48,55.668,52.906,45.391,0.579,2018-05-26 23:00:00
44640,44640,26.368,1.859,2287.0,9.277,9.338,147.43,121.89,2.031,0.0,8.812,8.742,68.95,50.238,55.414,52.699,45.309,0.591,2018-05-27 00:00:00
44700,44700,26.284,1.835,2286.6,8.753,9.343,147.32,121.89,2.086,0.0,8.839,8.764,68.944,49.996,55.238,52.418,45.125,0.597,2018-05-27 01:00:00
44760,44760,26.501,1.841,2293.2,9.168,9.414,147.56,121.99,2.086,0.0,8.81,8.741,68.993,49.809,54.98,52.16,44.887,0.595,2018-05-27 02:00:00
44820,44820,26.314,1.82,2290.0,9.016,9.416,147.48,121.83,1.992,0.0,8.825,8.755,68.972,49.629,54.734,51.988,44.809,0.599,2018-05-27 03:00:00
44880,44880,26.374,1.804,2287.8,8.776,9.421,147.37,121.91,1.992,0.0,8.83,8.763,68.946,49.414,54.57,51.719,44.617,0.584,2018-05-27 04:00:00
44940,44940,26.444,1.809,2296.0,8.793,9.424,147.58,122.12,1.992,0.0,8.856,8.8,69.011,49.227,54.418,51.582,44.465,0.605,2018-05-27 05:00:00
45000,45000,26.267,1.778,2294.0,8.826,9.432,147.75,121.89,1.891,0.0,8.879,8.816,68.988,49.074,54.211,51.391,44.371,0.591,2018-05-27 06:00:00
45060,45060,26.37,1.791,2295.8,8.646,9.454,147.54,122.15,2.086,0.0,8.872,8.804,68.956,48.977,54.121,51.246,44.199,0.593,2018-05-27 07:00:00
45120,45120,26.327,1.795,2296.8,8.954,9.494,147.88,122.05,2.109,0.0,8.865,8.79,69.02,48.816,53.969,51.152,44.141,0.585,2018-05-27 08:00:00
45180,45180,26.532,1.792,2298.2,8.824,9.481,147.86,122.31,2.102,0.0,8.882,8.819,69.02,48.707,53.891,51.027,43.988,0.582,2018-05-27 09:00:00
45240,45240,26.165,1.78,2300.2,8.828,9.486,147.82,122.22,1.977,0.0,8.915,8.845,69.069,48.582,53.727,50.984,43.988,0.604,2018-05-27 10:00:00
45300,45300,26.556,1.783,2299.8,9.199,9.486,147.77,122.13,2.109,0.0,8.918,8.852,68.859,48.535,53.687,50.797,43.828,0.597,2018-05-27 11:00:00
45360,45360,26.065,1.75,2303.2,9.203,9.521,147.88,122.14,2.047,0.0,8.889,8.817,68.788,48.48,53.574,50.633,43.824,0.585,2018-05-27 12:00:00
45420,45420,26.21,1.759,2307.8,8.843,9.536,147.86,122.34,1.945,0.0,8.906,8.835,68.835,48.363,53.457,50.57,43.746,0.589,2018-05-27 13:00:00
45480,45480,26.249,1.746,2306.0,8.999,9.517,147.85,122.15,2.102,0.0,8.929,8.864,68.95,48.316,53.414,50.453,43.656,0.6,2018-05-27 14:00:00
45540,45540,26.21,1.734,2305.8,8.711,9.542,147.74,122.27,2.047,0.0,8.899,8.821,68.929,48.227,53.344,50.328,43.551,0.58,2018-05-27 15:00:00
45600,45600,26.465,1.751,2310.0,8.906,9.542,147.91,122.51,2.062,0.0,8.924,8.857,68.75,48.133,53.254,50.301,43.469,0.573,2018-05-27 16:00:00
45660,45660,26.392,1.726,2304.0,8.973,9.517,147.82,122.38,2.008,0.0,8.966,8.893,69.168,48.098,53.187,50.215,43.406,0.569,2018-05-27 17:00:00
45720,45720,26.532,1.748,2303.4,8.473,9.529,147.95,122.39,2.008,0.0,8.953,8.882,68.94,48.148,53.211,50.125,43.324,0.576,2018-05-27 18:00:00
45780,45780,26.224,1.731,2303.8,8.733,9.524,148.02,122.38,2.141,0.0,8.941,8.863,68.988,47.965,53.129,50.047,43.312,0.599,2018-05-27 19:00:00
45840,45840,26.392,1.739,2310.2,8.673,9.565,147.95,122.46,2.047,0.0,8.908,8.827,68.893,47.883,53.031,50.035,43.293,0.603,2018-05-27 20:00:00
45900,45900,26.365,1.727,2305.6,9.036,9.536,147.98,122.51,2.023,0.0,8.928,8.86,68.911,47.883,52.957,49.973,43.23,0.586,2018-05-27 21:00:00
45960,45960,26.62,1.749,2302.0,9.096,9.574,148.01,122.71,2.062,0.0,8.922,8.844,68.791,47.789,52.969,49.934,43.129,0.599,2018-05-27 22:00:00
46020,46020,26.424,1.731,2308.0,9.353,9.554,148.01,122.44,2.117,0.0,8.927,8.866,68.844,47.719,52.887,49.871,43.16,0.592,2018-05-27 23:00:00
46080,46080,26.761,1.759,2304.4,9.046,9.566,148.07,122.38,2.133,0.0,8.985,8.911,68.935,47.719,52.848,49.824,43.047,0.592,2018-05-28 00:00:00
46140,46140,26.329,1.715,2304.8,8.835,9.564,148.06,122.46,2.031,0.0,8.968,8.894,68.94,47.719,52.777,49.707,43.043,0.608,2018-05-28 01:00:00
46200,46200,26.305,1.719,2304.2,9.191,9.553,148.09,122.54,2.078,0.0,8.969,8.905,68.764,47.656,52.766,49.711,43.059,0.596,2018-05-28 02:00:00
46260,46260,26.375,1.717,2304.4,8.593,9.559,148.01,122.57,2.086,0.0,8.964,8.898,68.914,47.629,52.699,49.707,43.055,0.602,2018-05-28 03:00:00
46320,46320,26.388,1.717,2308.4,8.514,9.556,148.09,122.59,2.047,0.0,8.979,8.906,68.916,47.633,52.695,49.625,42.969,0.607,2018-05-28 04:00:00
46380,46380,26.429,1.73,2310.0,8.726,9.565,148.05,122.62,2.055,0.0,8.988,8.926,68.959,47.547,52.699,49.711,42.988,0.587,2018-05-28 05:00:00
46440,46440,26.592,1.743,2310.0,8.793,9.572,148.06,122.51,2.187,0.0,8.964,8.887,68.926,47.539,52.656,49.621,42.898,0.612,2018-05-28 06:00:00
46500,46500,26.341,1.721,2308.4,8.644,9.587,148.08,122.35,2.211,0.0,8.95,8.878,68.959,47.469,52.617,49.547,42.898,0.58,2018-05-28 07:00:00
46560,46560,26.361,1.718,2312.0,8.696,9.575,148.15,122.72,2.055,0.0,8.96,8.891,68.945,47.473,52.598,49.535,42.887,0.58,2018-05-28 08:00:00
46620,46620,26.322,1.708,2310.2,9.139,9.568,148.23,122.8,2.117,0.0,8.962,8.873,68.919,47.48,52.531,49.543,42.898,0.593,2018-05-28 09:00:00
46680,46680,26.228,1.708,2312.6,9.158,9.587,148.2,122.56,2.164,0.0,8.945,8.87,68.971,47.484,52.531,49.473,42.898,0.591,2018-05-28 10:00:00
46740,46740,26.385,1.712,2312.2,8.889,9.618,148.16,122.56,2.078,0.0,8.939,8.868,68.868,47.391,52.508,49.465,42.816,0.59,2018-05-28 11:00:00
46800,46800,26.321,1.715,2306.4,8.823,9.601,148.2,122.41,2.195,0.0,8.951,8.87,68.962,47.387,52.465,49.504,42.82,0.594,2018-05-28 12:00:00
46860,46860,26.288,1.719,2314.4,8.964,9.604,148.25,122.64,1.953,0.0,8.948,8.882,68.742,47.402,52.441,49.461,42.82,0.576,2018-05-28 13:00:00
46920,46920,26.087,1.701,2313.8,9.061,9.592,148.09,122.93,1.953,0.0,9.0,8.923,68.992,47.32,52.449,49.383,42.805,0.588,2018-05-28 14:00:00
46980,46980,26.653,1.738,2310.2,8.843,9.618,148.08,122.64,2.008,0.0,8.946,8.874,69.175,47.309,52.449,49.434,42.73,0.596,2018-05-28 15:00:00
47040,47040,26.355,1.715,2310.2,9.064,9.584,148.15,122.67,2.172,0.0,8.991,8.925,68.76,47.312,52.441,49.359,42.719,0.589,2018-05-28 16:00:00
47100,47100,26.084,1.702,2312.0,8.985,9.618,148.29,122.69,2.156,0.0,8.961,8.892,68.935,47.305,52.434,49.285,42.727,0.587,2018-05-28 17:00:00
47160,47160,26.718,1.745,2314.0,8.998,9.617,148.05,122.73,2.078,0.0,8.934,8.875,69.078,47.242,52.449,49.371,42.637,0.584,2018-05-28 18:00:00
47220,47220,26.606,1.74,2314.8,8.606,9.608,148.16,122.52,1.945,0.0,8.953,8.885,68.809,47.27,52.406,49.289,42.633,0.585,2018-05-28 19:00:00
47280,47280,26.317,1.712,2316.0,8.751,9.604,148.23,122.59,2.141,0.0,8.96,8.885,68.987,47.215,52.352,49.301,42.66,0.584,2018-05-28 20:00:00
47340,47340,26.379,1.725,2314.2,8.924,9.617,148.17,122.67,1.945,0.0,8.957,8.882,68.845,47.219,52.367,49.285,42.637,0.59,2018-05-28 21:00:00
47400,47400,26.375,1.719,2312.2,8.964,9.644,148.34,122.69,1.969,0.0,8.95,8.884,68.892,47.227,52.328,49.285,42.625,0.594,2018-05-28 22:00:00
47460,47460,26.367,1.726,2315.8,8.881,9.611,148.1,122.66,2.086,0.0,8.961,8.898,68.849,47.152,52.289,49.289,42.637,0.578,2018-05-28 23:00:00
47520,47520,26.367,1.718,2314.0,8.833,9.597,148.19,122.75,2.164,0.0,9.008,8.932,68.823,47.148,52.277,49.285,42.633,0.587,2018-05-29 00:00:00
47580,47580,26.375,1.718,2314.8,9.055,9.608,148.32,122.67,2.008,0.0,8.964,8.889,68.912,47.137,52.234,49.285,42.645,0.586,2018-05-29 01:00:00
47640,47640,26.399,1.71,2311.8,8.718,9.571,148.27,122.69,2.102,0.0,8.987,8.915,69.072,47.238,52.27,49.191,42.574,0.585,2018-05-29 02:00:00
47700,47700,26.403,1.71,2310.0,8.718,9.579,148.19,122.63,2.062,0.0,8.997,8.922,69.075,47.137,52.242,49.207,42.566,0.6,2018-05-29 03:00:00
47760,47760,26.299,1.709,2312.2,8.874,9.623,147.98,122.64,2.211,0.0,8.956,8.879,68.87,47.137,52.223,49.195,42.574,0.588,2018-05-29 04:00:00
47820,47820,26.446,1.711,2308.0,8.843,9.59,148.26,122.48,2.156,0.0,8.976,8.897,69.0,47.047,52.176,49.195,42.559,0.579,2018-05-29 05:00:00
47880,47880,26.701,1.735,2308.0,8.666,9.595,148.28,122.82,2.133,0.0,8.997,8.927,68.932,47.055,52.176,49.207,42.488,0.593,2018-05-29 06:00:00
47940,47940,26.279,1.708,2310.0,8.793,9.626,148.23,122.77,2.133,0.0,8.979,8.899,68.791,47.059,52.187,49.207,42.574,0.589,2018-05-29 07:00:00
48000,48000,26.142,1.692,2311.6,8.61,9.616,148.23,122.66,2.086,0.0,8.943,8.882,68.954,47.066,52.187,49.113,42.559,0.593,2018-05-29 08:00:00
48060,48060,26.608,1.731,2308.0,8.868,9.584,148.21,122.74,2.047,0.0,8.96,8.884,69.124,47.004,52.191,49.195,42.5,0.609,2018-05-29 09:00:00
48120,48120,26.314,1.713,2311.6,8.681,9.601,148.26,122.82,2.164,0.0,8.965,8.878,68.949,46.992,52.191,49.117,42.504,0.623,2018-05-29 10:00:00
48180,48180,26.365,1.711,2306.0,8.806,9.623,148.21,122.74,2.062,0.0,8.964,8.892,69.064,47.07,52.18,49.113,42.5,0.61,2018-05-29 11:00:00
48240,48240,26.198,1.706,2309.6,9.172,9.608,148.18,122.57,2.117,0.0,8.973,8.901,69.03,47.07,52.187,49.117,42.477,0.6,2018-05-29 12:00:00
48300,48300,26.334,1.713,2307.0,8.596,9.624,148.12,122.84,2.086,0.0,8.955,8.878,69.114,47.02,52.191,49.098,42.508,0.615,2018-05-29 13:00:00
48360,48360,26.116,1.703,2309.2,8.952,9.608,148.23,122.44,2.047,0.0,8.955,8.886,68.924,46.977,52.164,49.109,42.48,0.591,2018-05-29 14:00:00
48420,48420,26.168,1.709,2307.4,9.144,9.595,148.32,122.64,2.055,0.0,8.977,8.898,68.986,47.027,52.168,49.035,42.5,0.573,2018-05-29 15:00:00
48480,48480,26.239,1.703,2305.8,8.899,9.632,148.21,122.84,2.102,0.0,8.973,8.898,69.134,47.0,52.148,49.043,42.473,0.581,2018-05-29 16:00:00
48540,48540,26.136,1.69,2312.0,8.908,9.601,148.16,122.71,2.172,0.0,8.96,8.881,69.01,47.055,52.164,49.043,42.488,0.598,2018-05-29 17:00:00
48600,48600,26.22,1.701,2319.8,8.926,9.586,148.31,122.71,2.047,0.0,9.012,8.925,68.817,47.02,52.152,49.062,42.488,0.599,2018-05-29 18:00:00
48660,48660,26.439,1.725,2314.0,8.763,9.606,148.44,122.72,1.992,0.0,8.975,8.906,68.705,46.992,52.125,49.117,42.477,0.59,2018-05-29 19:00:00
48720,48720,26.331,1.7,2312.0,8.965,9.584,148.31,122.69,2.109,0.0,9.012,8.924,68.852,46.965,52.121,49.047,42.488,0.576,2018-05-29 20:00:00
48780,48780,26.112,1.694,2314.4,8.689,9.596,148.38,122.67,1.969,0.0,8.979,8.899,68.862,46.977,52.102,49.043,42.5,0.584,2018-05-29 21:00:00
48840,48840,26.208,1.707,2314.4,8.512,9.63,148.4,122.82,1.977,0.0,8.965,8.889,68.763,47.031,52.109,49.098,42.492,0.603,2018-05-29 22:00:00
48900,48900,26.205,1.7,2316.0,9.124,9.601,148.16,122.69,2.156,0.0,9.024,8.951,68.685,46.977,52.094,49.031,42.5,0.59,2018-05-29 23:00:00
48960,48960,26.092,1.688,2312.2,9.272,9.606,148.41,122.79,2.164,0.0,8.993,8.925,68.829,46.977,52.109,49.027,42.492,0.586,2018-05-30 00:00:00
49020,49020,25.888,1.69,2311.8,8.759,9.626,148.45,122.66,2.031,0.0,8.997,8.922,68.91,46.977,52.109,49.02,42.508,0.593,2018-05-30 01:00:00
49080,49080,26.0,1.698,2313.8,9.114,9.608,148.36,122.69,2.047,0.0,9.024,8.951,68.917,46.961,52.098,49.02,42.5,0.596,2018-05-30 02:00:00
49140,49140,26.322,1.717,2314.0,8.441,9.619,148.21,122.62,2.187,0.0,8.972,8.896,68.937,46.973,52.102,49.055,42.434,0.586,2018-05-30 03:00:00
49200,49200,26.288,1.703,2317.6,8.864,9.586,148.34,122.75,2.047,0.0,9.024,8.948,68.82,46.961,52.055,49.02,42.422,0.589,2018-05-30 04:00:00
49260,49260,26.318,1.715,2315.6,8.758,9.619,148.23,122.49,2.062,0.0,8.966,8.894,68.762,47.0,52.074,49.062,42.422,0.626,2018-05-30 05:00:00
49320,49320,26.218,1.701,2309.6,9.281,9.574,148.34,122.64,2.102,0.0,9.016,8.932,68.922,46.961,52.07,49.043,42.434,0.584,2018-05-30 06:00:00
49380,49380,26.241,1.706,2313.2,8.896,9.597,148.36,122.71,2.164,0.0,8.946,8.882,69.038,46.898,52.012,49.027,42.41,0.583,2018-05-30 07:00:00
49440,49440,26.312,1.712,2312.8,8.696,9.587,148.34,122.71,2.078,0.0,8.973,8.908,68.806,46.883,52.039,49.02,42.41,0.567,2018-05-30 08:00:00
49500,49500,26.218,1.715,2307.8,9.098,9.573,148.23,122.72,2.078,0.0,9.002,8.921,68.916,46.965,52.031,49.031,42.434,0.593,2018-05-30 09:00:00
49560,49560,26.077,1.687,2311.4,8.767,9.601,148.25,122.62,2.25,0.0,8.974,8.898,68.934,46.883,52.0,48.961,42.422,0.575,2018-05-30 10:00:00
49620,49620,26.124,1.687,2310.8,8.881,9.608,148.38,122.69,2.055,0.0,8.965,8.884,68.876,46.895,51.992,48.937,42.422,0.582,2018-05-30 11:00:00
49680,49680,26.26,1.714,2314.6,8.697,9.635,148.23,122.69,2.102,0.0,8.969,8.904,69.025,46.801,51.984,49.031,42.414,0.579,2018-05-30 12:00:00
49740,49740,26.256,1.711,2309.8,9.096,9.603,148.31,122.82,2.008,0.0,9.008,8.944,69.028,46.883,51.965,48.953,42.414,0.596,2018-05-30 13:00:00
49800,49800,26.464,1.721,2309.6,9.275,9.601,148.44,122.91,2.219,0.0,8.974,8.899,69.049,46.887,51.945,48.941,42.336,0.576,2018-05-30 14:00:00
49860,49860,26.378,1.711,2309.6,9.1,9.601,148.27,122.87,1.969,0.0,8.978,8.909,68.917,46.898,51.937,48.949,42.309,0.607,2018-05-30 15:00:00
49920,49920,25.989,1.69,2309.8,9.244,9.599,148.48,122.59,2.078,0.0,9.003,8.939,68.82,46.895,51.945,48.965,42.434,0.575,2018-05-30 16:00:00
49980,49980,26.327,1.714,2310.0,8.746,9.599,148.36,122.91,2.242,0.0,8.995,8.925,69.099,46.898,51.957,48.937,42.328,0.609,2018-05-30 17:00:00
50040,50040,26.06,1.694,2307.8,9.172,9.597,148.44,122.72,2.102,0.0,8.98,8.914,68.892,46.793,51.934,48.859,42.332,0.596,2018-05-30 18:00:00
50100,50100,26.323,1.713,2311.8,9.126,9.614,148.44,122.94,2.242,0.0,9.0,8.932,69.057,46.844,51.934,48.961,42.316,0.591,2018-05-30 19:00:00
50160,50160,26.273,1.711,2311.6,8.823,9.593,148.31,122.75,2.164,0.0,9.008,8.931,68.873,46.793,51.949,48.949,42.344,0.594,2018-05-30 20:00:00
50220,50220,26.312,1.718,2314.4,8.648,9.597,148.27,122.72,2.031,0.0,9.018,8.946,69.049,46.793,51.945,48.949,42.316,0.6,2018-05-30 21:00:00
50280,50280,26.144,1.702,2315.0,9.153,9.619,148.37,122.77,2.047,0.0,8.979,8.897,68.947,46.887,51.945,48.883,42.316,0.601,2018-05-30 22:00:00
50340,50340,26.432,1.714,2316.2,8.496,9.626,148.4,122.75,2.078,0.0,9.009,8.929,68.958,46.793,51.949,48.871,42.328,0.6,2018-05-30 23:00:00
